206,413251,Wilmington,64.07,219
207,413252,Hayward,5.37,42
208,413253,Glendale,70.89,365
209,413254,San Bernardino,10.21,416
210,413255,Kaneohe,82.77,44
211,413256,Jacksonville,11.85,379
212,413257,Moreno Valley,32.31,468
213,413258,Orange,27.88,14
214,413259,Yakima,45.22,356
215,413260,Barnstable,37.95,428
216,413261,Waterbury,19.26,387
217,413262,Los Angeles,17.68,10
218,413263,Merced,62.94,125
219,413264,San Jose,19.2,391
220,413265,Kaneohe,70.92,282
221,413266,Modesto,29.09,230
222,413267,Clarksville,70.91,336
223,413268,Clearwater,14.51,275
224,413269,Kailua,93.17,461
225,413270,Sacramento,56.66,2
226,413271,Lafayette,51.72,21
227,413272,Spartanburg,72.66,257
228,413273,Mesa,34.23,227
229,413274,Laredo,15.79,333
230,413275,Evansville,87.5,397
231,413276,Cary,78.65,477
232,413277,Detroit,71.48,240
233,413278,San Francisco,77.44,286
234,413279,Independence,23.65,480
235,413280,Antioch,76.61,330
236,413281,Canton,87.61,137
237,413282,High Point,16.35,132
238,413283,Columbia,60.42,370
239,413284,Aurora,50.43,374
240,413285,Sioux Falls,53.54,166
241,413286,Simi Valley,49.06,123
242,413287,San Buenaventura,66.58,249
243,413288,Redding,43.3,196
244,413289,Vancouver,44.67,319
245,413290,Aberdeen,57.71,9
246,413291,Madison,2.77,413
247,413292,Riverside,90.6,311
248,413293,Savannah,94.05,114
249,413294,Howell,5.93,490
250,413295,Fresno,68.17,100
251,413296,Barnstable,56.67,345
252,413297,Akron,65.69,131
253,413298,Jackson,26.85,333
254,413299,Green Bay,89.14,499
255,413300,Richland,13.64,471
256,413301,San Antonio,79.75,176
257,413302,Pasadena,86.17,243
258,413303,Racine,22.62,455
259,413304,Austin,53.42,254
260,413305,Newark,62.77,72
261,413306,Waterbury,79.25,486
262,413307,San Bernardino,95.69,268
263,413308,Thornton,96.81,202
264,413309,Modesto,73.48,462
265,413310,Corona,65.19,419
266,413311,Elk Grove,94.6,155
267,413312,Scottsdale,42.95,412
268,413313,Murrieta,27.57,237
269,413314,Salt Lake City,2.2,107
270,413315,Ontario,35.72,78
271,413316,Pueblo,72.92,7
272,413317,Cedar Rapids,15.59,336
273,413318,Gulfport-Biloxi,8.09,447
274,413319,Joliet,47.77,342
275,413320,Paterson,38.27,90
276,413321,Clearwater,25.87,330
277,413322,Springdale,89.05,413
278,413323,Abilene,54.04,422
279,413324,Santa Clarita,20.69,295
280,413325,Hagerstown,43.1,295
281,413326,Rochester,48.19,379
282,413327,Kansas City,90.28,398
283,413328,Orange,65.15,35
284,413329,Richmond,38.43,355
285,413330,Shreveport,85.98,89
286,413331,Tulsa,56.38,341
287,413332,Clarksville,27.98,465
288,413333,Peoria,63.25,304
289,413334,Cary,4.27,361
290,413335,Hagerstown,26.6,162
291,413336,Harlingen,69.25,240
292,413337,Hagerstown,65.8,176
293,413338,Frederick,94.58,147
294,413339,Pompano Beach,50.91,121
295,413340,Fort Walton Beach,56.06,151
296,413341,GreenBay,18.74,116
297,413342,Waterbury,50.45,248
298,413343,Torrance,69.71,294
299,413344,New York City,9.25,248
300,413345,Denton,17.95,125
301,413346,Murrieta,70.04,75
302,413347,Albuquerque,3.02,384
303,413348,Mission Viejo,7.79,435
304,413349,El Paso,12.99,32
305,413350,Evansville,60.5,280
306,413351,Kailua,9.14,207
307,413352,Lakewood,81.88,30
308,413353,Providence,98.58,82
309,413354,Atlanta,94.93,162
310,413355,Colorado Springs,6.53,495
311,413356,Saginaw,78.05,311
312,413357,York,12.34,268
313,413358,Charleston,93.96,142
314,413359,Macon,17.65,236
315,413360,Lancaster,42.39,261
316,413361,Boston,30.02,102
317,413362,Macon,65.84,438
318,413363,Lancaster,77.78,204
319,413364,Redding,40.4,271
320,413365,Berkeley,91.65,482
321,413366,Fort Collins,31,99
322,413367,El Monte,80.25,206
323,413368,Bethlehem,89.53,361
324,413369,Santa Clarita,15.95,175
325,413370,Lake Charles,16.36,431
326,413371,Racine,41.87,357
327,413372,Fairfield,84.74,273
328,413373,Deltona,23.66,84
329,413374,Roanoke,8.81,371
330,413375,Lake Charles,3.33,338
331,413376,Fremont,47.06,367
332,413377,Syracuse,46.71,256
333,413378,Pembroke Pines,40.26,269
334,413379,Rancho Cucamonga,88.16,495
335,413380,Atlanta,40.59,2
336,413381,Normal,56.51,28
337,413382,Marina,61.95,74
338,413383,Lowell,50.1,421
339,413384,New Orleans,64.98,36
340,413385,Norwich,63.94,57
341,413386,Rancho Cucamonga,94.43,81
342,413387,Richland,14.42,83
343,413388,Berkeley,53.17,267
344,413389,McAllen,53.79,473
345,413390,Providence,7.22,172
346,413391,Bremerton,17.43,35
347,413392,Merced,46.46,11
348,413393,Winston,20.93,60
349,413394,Layton,66.86,122
350,413395,Mesquite,93.99,51
351,413396,Winter Haven,24.72,249
352,413397,Aurora,80.08,455
353,413398,Visalia,38.07,421
354,413399,Elk Grove,8.36,257
355,413400,Laredo,60.88,394
356,413401,Rockford,37.15,122
357,413402,Macon,99.73,179
358,413403,Olathe,79.56,205
359,413404,Savannah,17.96,477
360,413405,Riverside,76.94,45
361,413406,Las Cruces,53.9,277
362,413407,Medford,92.49,150
363,413408,Honolulu,74.55,305
364,413409,Poughkeepsie,47.13,213
365,413410,Nashua,20.38,393
366,413411,Bloomington,40.14,32
367,413412,Orange,19.15,10
368,413413,Saint Paul,18.47,231
369,413414,Deltona,90.91,430
370,413415,Jackson,22.36,9
371,413416,Newark,44.83,64
372,413417,Huntsville,68.74,382
373,413418,Monroe,53.95,304
374,413419,Chicago,5.69,213
375,413420,Corpus Christi,47.01,313
376,413421,Virginia Beach,56.19,39
377,413422,Gulfport-Biloxi,23.12,5
378,413423,Anaheim,36.07,234
379,413424,Arvada,99.52,315
380,413425,Santa Maria,64.64,273
381,413426,Norwich,90.52,108
382,413427,Norwich,48.25,284
383,413428,Amarillo,46.33,218
384,413429,Harlingen,99.22,386
385,413430,Rochester,69.64,16
386,413431,Cambridge,35.83,415
387,413432,Vallejo,74.66,494
388,413433,Cambridge,46.6,349
389,413434,Warren,46.93,430
390,413435,Monterey,46.41,177
391,413436,Birmingham,23.22,23
392,413437,Mesquite,14.28,429
393,413438,Jacksonville,20.14,288
394,413439,Lancaster,38.2,337
395,413440,Davidson County,7.7,486
396,413441,South Lyon,16.21,472
397,413442,St. Petersburg,85.54,171
398,413443,Tacoma,93.8,16
399,413444,Bonita Springs,12.36,357
400,413445,Hesperia,58.15,380
401,413446,Johnson City,19.56,385
402,413447,Palm Springs,88.68,102
403,413448,Knoxville,86.57,38
404,413449,Irvine,36.57,356
405,413450,Lorain,28.08,359
406,413451,New London,69.79,465
407,413452,Overland Park,47.25,73
408,413453,Antioch,23.31,73
409,413454,Long Beach,47.68,118
410,413455,Pembroke Pines,18.49,409
411,413456,Fort Lauderdale,60.73,191
412,413457,Bethlehem,54.21,47
413,413458,Escondido,97.84,393
414,413459,Barnstable,26.28,307
415,413460,Utica,65.25,49
416,413461,Hialeah,11.08,324
417,413462,Marina,91.48,351
418,413463,Salinas,26.18,183
419,413464,Reading,35.19,303
420,413465,San Francisco,45.34,122
421,413466,Fayetteville,97.24,413
422,413467,Bremerton,98.44,348
423,413468,Palmdale,95.01,349
424,413469,Appleton,10.32,29
425,413470,New York,78.19,89
426,413471,Plano,67.98,407
427,413472,Port Arthur,95.36,170
428,413473,Abilene,34.48,269
429,413474,Lorain,84.97,468
430,413475,Santa Clara,20.35,74
431,413476,St. Paul,58.33,101
432,413477,Bonita Springs,85.56,429
433,413478,Kissimmee,68.53,214
434,413479,Fontana,36.97,226
435,413480,Athens,40.81,67
436,413481,Newark,63.83,44
437,413482,Monterey,50.75,28
438,413483,Jacksonville,52.68,272
439,413484,Oxnard,6.08,471
440,413485,Stamford,61.12,211
441,413486,Fayetteville,86.86,475
442,413487,Salinas,59.29,92
443,413488,Clearwater,26.52,411
444,413489,Howell,31.81,485
445,413490,South Lyon,38.57,455
446,413491,Bradenton,34.45,405
447,413492,Boston,88.15,498
448,413493,Houma,51.94,317
449,413494,Olympia,75.05,115
450,413495,Asheville,6.44,150
451,413496,Indianapolis,79.52,388
452,413497,Monterey,2.53,377
453,413498,Greenville,68.73,314
454,413499,Lincoln,72.14,189
455,413500,Clarke County,6.21,309
456,413501,Akron,19.69,417
457,413502,Tempe,32.19,116
458,413503,Fitchburg,93.25,300
459,413504,Ogden,70.49,453
460,413505,Boulder,45.22,438
461,413506,Killeen,49.37,126
462,413507,Stockton,7.2,152
463,413508,Pembroke Pines,72.17,469
464,413509,Waco,8.58,298
465,413510,York,72.8,238
466,413511,Knoxville,5.82,446
467,413512,Saint Louis,78.41,39
468,413513,Syracuse,83.75,86
469,413514,Reno,34.9,179
470,413515,Vancouver,28.28,332
471,413516,Stamford,53.1,350
472,413517,Dayton,32.01,141
473,413518,Modesto,56.86,206
474,413519,Sebastian,68.69,492
475,413520,Norfolk,5.87,122
476,413521,Virginia Beach,3,112
477,413522,Aberdeen,96.98,443
478,413523,Bryan,43.23,82
479,413524,Tallahassee,31.51,187
480,413525,New York,93.71,274
481,413526,Appleton,52.03,46
482,413527,Chesapeake,50.66,250
483,413528,Burlington,69.14,82
484,413529,Orlando,64.67,163
485,413530,Buffalo,7.15,125
486,413531,Durham,44.75,494
487,413532,Jersey City,88.78,499
488,413533,Charlotte,32.72,411
489,413534,Marina,74.78,132
490,413535,Springfield,19.89,164
491,413536,Boston,2.38,154
492,413537,Plano,38.26,450
493,413538,Port Saint Lucie,1.98,369
494,413539,Tucson,94.84,478
495,413540,Arlington,33.97,355
496,413541,Fort Wayne,90.02,383
497,413542,St. Petersburg,97.37,370
498,413543,Cape Coral,3.13,194
499,413544,Huntington Beach,43.88,415
500,413545,Laredo,75.09,81
501,413546,Wilmington,73.11,389
502,413547,Provo,48.52,201
503,413548,Downey,56.7,300
504,413549,Omaha,33.3,66
505,413550,Anchorage,22.41,105
506,413551,Thornton,53.03,419
507,413552,Murfreesboro,75.5,131
508,413553,Wilmington,2.75,157
509,413554,Visalia,51,234
510,413555,Brownsville,92.09,262
511,413556,Atlanta,69.97,421
512,413557,Seaside,31.81,426
513,413558,Cedar Rapids,71.05,468
514,413559,Lexington,42,476
515,413560,Myrtle Beach,36.44,451
516,413561,Salem,76.14,221
517,413562,Vero Beach,32.11,125
518,413563,Kailua,99.48,64
519,413564,Utica,85.5,345
520,413565,Utica,60.3,375
521,413566,Rancho Cucamonga,71.6,159
522,413567,Aurora,33.05,287
523,413568,Modesto,65.65,277
524,413569,South Lyon,59.3,186
525,413570,Grand Rapids,6.01,241
526,413571,Hesperia,55.47,135
527,413572,Elkhart,29.59,408
528,413573,Harrisburg,52.3,294
529,413574,Sterling Heights,40.14,231
530,413575,Waterloo,95.39,391
531,413576,Abilene,74.55,389
532,413577,Daytona Beach,81.53,106
533,413578,Hialeah,56.96,21
534,413579,Vero Beach,37.47,44
535,413580,Bonita Springs,70.96,385
536,413581,New Orleans,32.39,398
537,413582,Miami,28.38,467
538,413583,Waterloo,21.13,364
539,413584,Ontario,35.17,375
540,413585,Overland Park,87.7,482
541,413586,Victorville,27.32,350
542,413587,Escondido,57.78,180
543,413588,Savannah,70.37,311
544,413589,Medford,31.79,465
545,413590,Round Lake Beach,37.41,9
546,413591,York,44.19,353
547,413592,Minneapolis,4.12,292
548,413593,Garden Grove,91.1,267
549,413594,Louisville,66.51,256
550,413595,Worcester,12.58,455
551,413596,New York City,83.78,367
552,413597,Waterbury,95.45,486
553,413598,Philadelphia,54.63,310
554,413599,Henderson,96.51,431
555,413600,Chattanooga,51.22,371
556,413601,Miramar,99.28,295
557,413602,Mesquite,99.15,109
558,413603,McHenry,9.44,257
559,413604,St. Louis,99.32,122
560,413605,Springdale,62.26,349
561,413606,Salt Lake City,88.72,311
562,413607,Grand Prairie,48.82,226
563,413608,Jefferson,92.83,334
564,413609,Rancho Cucamonga,73.67,355
565,413610,Round Lake Beach,76.83,32
566,413611,Hagerstown,36.7,108
567,413612,Lorain,26.75,388
568,413613,Hampton,13.25,210
569,413614,Lorain,22,341
570,413615,Chesapeake,6.12,434
571,413616,San Bernardino,37.99,462
572,413617,Columbus,92.21,368
573,413618,Eugene,77.17,397
574,413619,Cathedral City,94.16,221
575,413620,Corona,73.66,135
576,413621,Huntsville,83.69,85
577,413622,Dallas,98.71,194
578,413623,Daytona Beach,59.12,149
579,413624,Olathe,19.81,276
580,413625,Lacey,97.81,347
581,413626,Ontario,93.7,197
582,413627,GreenBay,66.42,170
583,413628,Mesa,3.63,378
584,413629,Lake Charles,89.88,329
585,413630,Omaha,5.9,357
586,413631,Naples,59.02,261
587,413632,Hagerstown,21.36,315
588,413633,York,29.84,8
589,413634,Clearwater,67.52,321
590,413635,Arvada,96.46,367
591,413636,Cincinnati,27.85,345
592,413637,New York City,45.1,253
593,413638,Bremerton,8.13,112
594,413639,Flint,79.06,104
595,413640,Allentown,68.48,23
596,413641,Fresno,56.57,37
597,413642,Pittsburgh,64.07,146
598,413643,Tucson,42.46,242
599,413644,Eugene,64.82,417
600,413645,Ann Arbor,34.61,52
601,413646,Hickory,40.61,276
602,413647,Fort Smith,66.4,386
603,413648,Marysville,99.66,391
604,413649,Columbus,36.02,391
605,413650,Melbourne,51.53,494
606,413651,Kailua,13.72,189
607,413652,Minneapolis,4.24,103
608,413653,Laredo,67.42,277
609,413654,Ontario,62.53,317
610,413655,Antioch,79,425
611,413656,New Orleans,98.82,430
612,413657,Anaheim,11.08,386
613,413658,Fontana,61.63,201
614,413659,Rockford,16.57,122
615,413660,Gulfport-Biloxi,40.29,316
616,413661,Pomona,22.97,102
617,413662,Ann Arbor,92.11,330
618,413663,Salt Lake City,19.27,22
619,413664,Providence,45.74,263
620,413665,West Covina,67.95,253
621,413666,Arlington,32.31,176
622,413667,Round Lake Beach,44.41,10
623,413668,New London,21.06,304
624,413669,Washington,71.52,83
625,413670,Normal,59.02,430
626,413671,Cleveland,72.4,294
627,413672,Orlando,78.46,472
628,413673,Little Rock,8.02,48
629,413674,Norman,75.24,150
630,413675,Lorain,40.25,125
631,413676,New York City,16.52,485
632,413677,Montgomery,65.04,164
633,413678,Sebastian,89.57,311
634,413679,Memphis,64.28,107
635,413680,Las Cruces,77.48,40
636,413681,Jefferson,9.66,489
637,413682,Columbia,30.45,315
638,413683,Bloomington,96.9,430
639,413684,Denver,94.26,48
640,413685,Leominster,96,430
641,413686,Olympia,10.8,29
642,413687,Utica,29.83,27
643,413688,Huntsville,29.22,365
644,413689,Lacey,95.47,462
645,413690,Visalia,15.62,472
646,413691,Pasadena,40.48,147
647,413692,Panama City,84.71,351
648,413693,Killeen,12.79,312
649,413694,Muskegon,46.99,154
650,413695,Savannah,31.09,476
651,413696,Springfield,3.02,234
652,413697,Winston,86.28,20
653,413698,Burbank,42.55,201
654,413699,Memphis,81.12,397
655,413700,New Bedford,3.66,42
656,413701,Tulsa,39.86,355
657,413702,Elizabeth,37.61,210
658,413703,Fayetteville,92.06,163
659,413704,Hagerstown,34.56,89
660,413705,Palmdale,93.36,357
661,413706,Kissimmee,68.88,451
662,413707,Miramar,4.5,49
663,413708,Knoxville,74.79,324
664,413709,Punta Gorda,78.83,497
665,413710,Springfield,46.18,61
666,413711,Salem,46.94,488
667,413712,Columbia,22.33,9
668,413713,New Bedford,15.33,409
669,413714,Trenton,94.16,342
670,413715,Roseville,64.1,30
671,413716,Bryan,80.69,237
672,413717,Albany,33.48,410
673,413718,Odessa,28.29,134
674,413719,Fayetteville,58.27,110
675,413720,McHenry,36.38,97
676,413721,Warren,19.54,306
677,413722,Glendale,24.91,474
678,413723,Roanoke,63.82,371
679,413724,Costa Mesa,4.02,489
680,413725,Costa Mesa,61.25,61
681,413726,Concord,74.28,234
682,413727,Dayton,96.54,474
683,413728,Miami,21.7,485
684,413729,Monroe,46.98,263
685,413730,Roseville,75.23,481
686,413731,Howell,91,233
687,413732,Gilbert,19.61,435
688,413733,Durham,37.18,246
689,413734,Scottsdale,73.47,164
690,413735,Asheville,10.4,251
691,413736,Rancho Cucamonga,88.82,401
692,413737,Fayetteville,21.28,338
693,413738,Roseville,12.85,316
694,413739,Atlanta,79.6,158
695,413740,Inglewood,97.06,113
696,413741,Champaign,60.26,256
697,413742,Houma,94.81,253
698,413743,Knoxville,28.63,241
699,413744,Las Vegas,66.94,199
700,413745,Gainesville,50.27,274
701,413746,Norwich,14.44,249
702,413747,Elkhart,94.45,280
703,413748,North Charleston,40.95,207
704,413749,Sioux Falls,33.93,471
705,413750,Bryan,69.12,350
706,413751,Providence,76.99,214
707,413752,Scranton,82.24,164
708,413753,Utica,96.81,225
709,413754,Palmdale,53.3,305
710,413755,Davenport,90.35,88
711,413756,Charleston,84.48,487
712,413757,Cambridge,72.84,33
713,413758,New York,77.59,146
714,413759,Murrieta,16.16,225
715,413760,Tampa,31.62,172
716,413761,Louisville,69.67,326
717,413762,San Jose,49.77,257
718,413763,Thornton,78.12,127
719,413764,Pueblo,42.83,415
720,413765,Marina,94.12,73
721,413766,Ontario,79.56,342
722,413767,Marina,51.96,312
723,413768,Fairfield,95.44,225
724,413769,Port Saint Lucie,3.95,87
725,413770,Detroit,63,200
726,413771,Worcester,72.86,109
727,413772,Boulder,86.76,154
728,413773,Poughkeepsie,23.39,468
729,413774,Irving,35.49,118
730,413775,Lincoln,31.14,439
731,413776,Nashville,63.88,351
732,413777,Reno,50.07,56
733,413778,Warren,45.78,54
734,413779,Hayward,29.62,283
735,413780,McHenry,98.48,67
736,413781,Columbia,83.91,429
737,413782,Provo,16.71,191
738,413783,Panama City,64.52,467
739,413784,Lincoln,95.79,111
740,413785,Minneapolis,69.31,458
741,413786,Salem,79.94,493
742,413787,Arlington,63.81,205
743,413788,Escondido,14.28,16
744,413789,Tampa,45.7,474
745,413790,Sioux Falls,49.85,36
746,413791,Detroit,67.54,125
747,413792,Fontana,39.95,16
748,413793,Sebastian,41.62,280
749,413794,Waterloo,10.9,368
750,413795,Hemet,82.38,334
751,413796,Lancaster,36.04,126
752,413797,Mesa,9.35,248
753,413798,Fort Smith,20.56,393
754,413799,Round Lake Beach,38.28,21
755,413800,Gilbert,34.12,295
756,413801,Santa Maria,56.01,250
757,413802,Beaumont,84.46,131
758,413803,Santa Rosa,79,108
759,413804,McAllen,79.45,497
760,413805,Norman,72.66,233
761,413806,Colorado Springs,51.32,81
762,413807,Cincinnati,23.82,178
763,413808,Honolulu,60.63,150
764,413809,Gainesville,90.78,456
765,413810,Beaumont,22.78,422
766,413811,Arvada,50.72,430
767,413812,Flint,75.66,110
768,413813,Gilbert,58.41,199
769,413814,Providence,7.75,375
770,413815,Denton,19.96,489
771,413816,Lafayette,42.45,255
772,413817,Baton Rouge,84.51,263
773,413818,Macon,8.95,118
774,413819,Brighton,27.61,326
775,413820,Fremont,19.35,84
776,413821,Olathe,73.83,109
777,413822,Norwich,91.05,15
778,413823,Gilbert,50.38,42
779,413824,Round Lake Beach,95.03,362
780,413825,Lubbock,99.18,145
781,413826,Santa Ana,67.86,198
782,413827,Garden Grove,76.39,122
783,413828,Columbus,79.1,295
784,413829,Glendale,67.5,460
785,413830,Saint Paul,97.9,383
786,413831,Palmdale,60.29,59
787,413832,Fremont,95.71,320
788,413833,Bel Air,55.98,239
789,413834,Fargo,71.9,215
790,413835,Des Moines,73.02,129
791,413836,New Bedford,25.11,259
792,413837,Springfield,10.15,70
793,413838,Westminster,70.7,212
794,413839,Birmingham,27.25,63
795,413840,Medford,9.01,154
796,413841,New Orleans,33.2,483
797,413842,New York,72.17,161
798,413843,Salem,9.82,74
799,413844,Punta Gorda,67.8,18
800,413845,Denton,36.8,81
801,413846,Lancaster,67.56,488
802,413847,Thornton,16.15,118
803,413848,Frederick,44.59,218
804,413849,Riverside,44.31,309
805,413850,Gastonia,19.51,194
806,413851,Overland Park,37.89,320
807,413852,Lancaster,75.74,253
808,413853,Honolulu,43.32,343
809,413854,North Port,34.56,315
810,413855,Saginaw,31.09,320
811,413856,West Covina,70.79,168
812,413857,Laredo,47.95,25
813,413858,Orlando,37.89,400
814,413859,Indianapolis,52.18,384
815,413860,Fremont,92.46,424
816,413861,Fairfield,18.29,310
817,413862,Corona,56.84,412
818,413863,Ontario,44.13,106
819,413864,Oklahoma City,53.97,331
820,413865,San Bernardino,44.3,444
821,413866,Washington,90.1,412
822,413867,Jacksonville,93.09,102
823,413868,Marina,55.75,236
824,413869,Westminster,45.87,377
825,413870,Knoxville,73.65,86
826,413871,Elizabeth,56.62,496
827,413872,Paterson,16.38,427
828,413873,Birmingham,94.78,398
829,413874,Austin,91.81,48
830,413875,Miramar,15.6,127
831,413876,Spartanburg,3.85,250
832,413877,Springdale,48.18,192
833,413878,West Valley City,92.18,129
834,413879,Omaha,40.48,301
835,413880,Santa Ana,99.63,118
836,413881,Simi Valley,93.84,480
837,413882,Fullerton,41.46,272
838,413883,Indianapolis,38.94,55
839,413884,Lubbock,28.17,217
840,413885,Lorain,84.17,192
